"id","text","author"
"id00766","Leaning on the arm of the gallant Pompeii, and assisted at a respectable distance from Diana, I went down one of the most populous and very pleasant streets of the now abandoned Edina.","EAP"
"id00123","The writer spoke of an acute bodily illness of a mental disorder that oppressed him and of a fervent desire to see me as his best friend and, in fact, his only personal friend, with the intention of trying, with the joy of my society, to relieve the pain. its evil","EAP"
"id05195","Immediately after detecting this movement, and before the arm begins to move, let it withdraw its piece, as if sensing an error in its maneuver.","EAP"
"id08594","We systematically track all deaths and their circumstances.","HPL"
"id02731","After much effort I found it.","EAP"
"id00589","Finally, carefully removing his foam from the right corner to the left of his mouth, he condescended to speak.","EAP"
"id12007","But deception, with these kinds of people, is, I believe, a general term for all matters that are beyond their comprehension.","EAP"
"id08130","Only she knew the weight that Raymond attributed to his success.","MWS"
"id21282","The city was now a city, and one by one the cabins gave place to the houses; Beautiful and simple brick and wooden houses, with stone steps and iron bars and roof lights over the doors.","HPL"
"id06366","Our plan was to stay where we were and intercept the Dacian liner, mentioned in the information of the New York agents.","HPL"
"id05857","There were many palaces, the smallest of which was more powerful than any in Thraa or Ilarnek or Kadatheron.","HPL"
"id14222","It seems that he did not despise the enchantments of the mediavalists, since he believed that these cryptic formulas contained rare psychological stimuli that could possibly have singular effects on the substance of a nervous system from which the organic pulsations had fled.","HPL"
"id27831","She left her native Greece; His father died; Little by little she was separated from all the companions and bonds of her youth.","MWS"
"id26293","He died in debt and his small property was seized immediately by his creditors.","MWS"
"id01762","I walked briskly faster even faster, at the end I ran.","EAP"
"id17705","We talk about the ravages caused last year by the pestilence in every quarter of the world; and the terrible consequences of a second visitation.","MWS"
"id24604","So many were, that Kuranes almost confused them with an army, but his leader told him that they had been sent in his honor; since it was he who created Ooth Nargai in his dreams, so now he will be named his principal god forever.","HPL"
"id08077","Meanwhile, the cult, by the appropriate rites, must keep alive the memory of those ancient ways and overshadow the prophecy of his return.","HPL"
"id20821","It is a simple drawing of what has been described in one part of the testimony as &quot;dark bruises and deep clefts in the nails&quot;, in the throat of Miss L&#39;Espanaye, and in another, by Messrs. Dumas and Etienne. as a &#39;series of livid spots, evidently the impression of the fingers&#39;. &quot;You will perceive,&quot; continued my friend, extending the paper on the table before us, &quot;that this drawing gives the idea of a firm and fixed grip.","EAP"
"id20453","An individual has committed murder.","EAP"
"id23551","One night, around eleven o&#39;clock, the pump of the refrigeration machine broke down, so that in three hours the cooling process with ammonia became impossible.","HPL"
"id25321","I could see that the city formed a significant and exaggerated example of communal decadence; but since I am not a sociologist, I would limit my serious observations to the field of architecture.","HPL"
"id22415","That Nature and its God are two, no man that thinks, will deny it.","EAP"
"id18387","I also observed it and I invented a range of branches, which awoke the embers when they had almost become extinct.","MWS"
"id05951","So I tried to read, and soon I absorbed trembling for something I found in that damn Necronomicon; a thought and a legend too horrible for sanity or conscience.","HPL"
"id21715","But I perceive, too soon for my own happiness, too late for the good of England, that I undertook a task for which I am unequal.","MWS"
"id10884","I had promised to BE WITH ME ON MY WEDDING NIGHT, however, I did not consider that threat linking him to peace in the meantime, as if to prove to me that I was not yet filled with blood, I had murdered Clerval immediately after the Enunciation of his threats.","MWS"
"id19536","If it feels that way, we will surely be happy, however, current events can throw a nightmare on us.","MWS"
"id00596","The Dunedin cable boards report that the alert was well known there as a merchant on the island and had an evil reputation along the coast.","HPL"
"id19853","In the lighter preliminary phase, the old wicked was now of a diabolical distinction, and Gilman knew that she was the one who had scared him in the slums.","HPL"
"id20181","The nations under their influence bowed their heads and died.","MWS"
